title,item_no,Country of Origin,barcode,Description,image,price,pack_price,url
"GARDEN TOOL RAKE 16""X15"" W/O STICK",Item No.: 21507,Country of Origin: CHINA,195457215074,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21507.jpg,$1.87,$44.88,https://www.jcsalesweb.com/Catalog/Product/3000/0/432893-GARDEN-TOOL-RAKE-16X15-WO-STICK
LA FLAMA MESQUITE CHARCOAL 7 LB,Item No.: 15748,Country of Origin: MEXICO,15748,"CS/PK Size: 1/1, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/15748.jpg,$3.74,$3.74,https://www.jcsalesweb.com/Catalog/Product/3000/0/433060-LA-FLAMA-MESQUITE-CHARCOAL-7-LB
"KINGMAN BICYCLE  LOCK 24"" HEAVY MATERIAL W/ASST COLORS",Item No.: 21340,Country of Origin: CHINA,195457213407,"CS/PK Size: 96/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21340.jpg,$1.28,$30.72,https://www.jcsalesweb.com/Catalog/Product/3000/0/433405-KINGMAN-BICYCLE-LOCK-24-HEAVY-MATERIAL-WASST-COLORS
KINGMAN PUTTY KNIFE 5-IN-1,Item No.: 21345,Country of Origin: CHINA,195457213452,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21345.jpg,$0.70,$8.40,https://www.jcsalesweb.com/Catalog/Product/3000/0/433713-KINGMAN-PUTTY-KNIFE-5-IN-1
KINGMAN SAFETY GLASSES,Item No.: 21412,Country of Origin: CHINA,195457214121,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21412.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/432418-KINGMAN-SAFETY-GLASSES
"KINGMAN DOOR & DRAWER HANDLE 6"" 3PC",Item No.: 21532,Country of Origin: CHINA,195457215326,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21532.jpg,$1.28,$30.72,https://www.jcsalesweb.com/Catalog/Product/3000/0/432840-KINGMAN-DOOR-DRAWER-HANDLE-6-3PC
NUVALU FURNITURE PADS 38PC SIZE ASST W/BLISTER,Item No.: 85278,Country of Origin: CHINA,195457852781,"CS/PK Size: 144/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/85278.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3000/0/433430-NUVALU-FURNITURE-PADS-38PC-SIZE-ASST-WBLISTER
KINGMAN PUMP FOR BICYCLE/BALLS,Item No.: 85196,Country of Origin: CHINA,195457851968,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/85196.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/433826-KINGMAN-PUMP-FOR-BICYCLEBALLS
KINGMAN DOOR GUARD BOLT W/BLISTER,Item No.: 81342,Country of Origin: CHINA,195457813423,"CS/PK Size: 144/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/81342.jpg,$1.05,$25.20,https://www.jcsalesweb.com/Catalog/Product/3000/0/434036-KINGMAN-DOOR-GUARD-BOLT-WBLISTER
"KINGMAN BRASS HASP 3.5"" & 5.5"" W/2PC SET",Item No.: 21225,Country of Origin: CHINA,195457212257,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21225.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/434037-KINGMAN-BRASS-HASP-3_5-5_5-W2PC-SET
KINGMAN PAINT FOAM BRUSH SET 10PC,Item No.: 21325,Country of Origin: CHINA,195457213254,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21325.jpg,$0.70,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/433933-KINGMAN-PAINT-FOAM-BRUSH-SET-10PC
GLOVE LEATHER W/ STARCHED CUFF,Item No.: 83745,Country of Origin: CHINA,83745,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/83745.jpg,$1.40,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/434752-GLOVE-LEATHER-W-STARCHED-CUFF
GLOVE LEATHER FURNITURE MULTI,Item No.: 83746,Country of Origin: CHINA,083940900107,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/83746.jpg,$1.40,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/434753-GLOVE-LEATHER-FURNITURE-MULTI
"KINGMAN TOOL  BARREL BOLT HEAVY DUTY 4""",Item No.: 21181,Country of Origin: CHINA,195457211816,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21181.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/434871-KINGMAN-TOOL-BARREL-BOLT-HEAVY-DUTY-4
"KINGMAN PAINT BRUSH 4""",Item No.: 21146,Country of Origin: CHINA,195457211465,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21146.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/436295-KINGMAN-PAINT-BRUSH-4
"KINGMAN DOUBLE SIDED FOAM TAPE 2 X 7.5"" 2PCS",Item No.: 21125,Country of Origin: CHINA,195457211250,"CS/PK Size: 96/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21125.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/435700-KINGMAN-DOUBLE-SIDED-FOAM-TAPE-2-X-7_5-2PCS
"KINGMAN RATCHET TIE DOWN 1"" X 15FT",Item No.: 18139,Country of Origin: CHINA,18139,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/18139.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/436314-KINGMAN-RATCHET-TIE-DOWN-1-X-15FT
"KINGMAN PAINT ROLLER COVER 9"" 2PC",Item No.: 21428,Country of Origin: CHINA,195457214282,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21428.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3000/0/436533-KINGMAN-PAINT-ROLLER-COVER-9-2PC
KINGMAN SOLDERING IRON 30W W/2PC REFILL,Item No.: 21109,Country of Origin: CHINA,195457211090,"CS/PK Size: 96/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21109.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/436563-KINGMAN-SOLDERING-IRON-30W-W2PC-REFILL
KINGMAN SHARPENING STONE 2PC SET,Item No.: 42503,Country of Origin: CHINA,195457425039,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/42503.jpg,$1.05,$25.20,https://www.jcsalesweb.com/Catalog/Product/3000/0/436612-KINGMAN-SHARPENING-STONE-2PC-SET
"KINGMAN SPRING CLAMP 2"" 6PC SET",Item No.: 21399,Country of Origin: CHINA,195457213995,"CS/PK Size: 144/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21399.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/437407-KINGMAN-SPRING-CLAMP-2-6PC-SET
SPRAY PAINT 9 OZ COCOA BROWN #NOW,Item No.: 75407,Country of Origin: USA,075577212088,"CS/PK Size: 6/6, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/75407.jpg,$2.33,$13.98,https://www.jcsalesweb.com/Catalog/Product/3000/0/437770-SPRAY-PAINT-9-OZ-COCOA-BROWN-NOW
"ELECTRIC TAPE 1.25""X33 YDS ""TUFF BUILT""",Item No.: 23185,Country of Origin: CHINA,691374333476,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23185.jpg,$1.05,$37.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/437848-ELECTRIC-TAPE-1_25X33-YDS-TUFF-BUILT
"KINGMAN SCREW  IRON BLACK 1.25""",Item No.: 20268,Country of Origin: CHINA,195457202685,"CS/PK Size: 144/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/20268.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3000/0/438149-KINGMAN-SCREW-IRON-BLACK-1_25
KINGMAN MEASURING TAPE 25FT,Item No.: 26972,Country of Origin: CHINA,195457269725,"CS/PK Size: 120/10, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/26972.jpg,$1.51,$15.10,https://www.jcsalesweb.com/Catalog/Product/3000/0/438320-KINGMAN-MEASURING-TAPE-25FT
NUVALU COTTON STRING 70M 3PC SET,Item No.: 89716,Country of Origin: CHINA,195457897164,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/89716.jpg,$1.16,$27.84,https://www.jcsalesweb.com/Catalog/Product/3000/0/439685-NUVALU-COTTON-STRING-70M-3PC-SET
"PAINT ROLLER COVER 9"" X1/2"" NAP #91050",Item No.: 70791,Country of Origin: CHINA,3,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/70791.jpg,$0.81,$29.16,https://www.jcsalesweb.com/Catalog/Product/3000/0/440900-PAINT-ROLLER-COVER-9-X12-NAP-91050
"PAINT ROLLER COVER 9"" X 1-1/4"" NAP #91125",Item No.: 70792,Country of Origin: CHINA,757136900505,"CS/PK Size: 48/48, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/70792.jpg,$0.93,$44.64,https://www.jcsalesweb.com/Catalog/Product/3000/0/440901-PAINT-ROLLER-COVER-9-X-1-14-NAP-91125
"KINGMAN PAINT BRUSH 3""",Item No.: 21145,Country of Origin: CHINA,195457211458,"CS/PK Size: 96/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21145.jpg,$0.70,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/436294-KINGMAN-PAINT-BRUSH-3
"PAINT ROLLER COVER 6"" 2PC SET #TT650P",Item No.: 70744,Country of Origin: CHINA,757136063507,"CS/PK Size: 144/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/70744.jpg,$0.81,$9.72,https://www.jcsalesweb.com/Catalog/Product/3000/0/440914-PAINT-ROLLER-COVER-6-2PC-SET-TT650P
KINGMAN PAINT FOAM  BRUSH & ROLLER SET 5PCS,Item No.: 21575,Country of Origin: CHINA,195457215753,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21575.jpg,$0.93,$11.16,https://www.jcsalesweb.com/Catalog/Product/3000/0/441328-KINGMAN-PAINT-FOAM-BRUSH-ROLLER-SET-5PCS
KINGMAN BICYCLE LOCK HVY DUTY,Item No.: 82706,Country of Origin: CHINA,195457827062,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/82706.jpg,$1.87,$44.88,https://www.jcsalesweb.com/Catalog/Product/3000/0/443189-KINGMAN-BICYCLE-LOCK-HVY-DUTY
KINGMAN DOUBLE SIDED MOUNTING TAPE 3PCS,Item No.: 21365,Country of Origin: CHINA,195457213650,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21365.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/444774-KINGMAN-DOUBLE-SIDED-MOUNTING-TAPE-3PCS
PLANTER PENTAGON 25x16cm 190G W/2 ASST CLRS,Item No.: 82212,Country of Origin: CHINA,195457822128,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/82212.jpg,$1.16,$27.84,https://www.jcsalesweb.com/Catalog/Product/3000/0/442723-PLANTER-PENTAGON-25x16cm-190G-W2-ASST-CLRS
"KINGMAN BICYCLE LOCK U-SHAPE 3""X6""",Item No.: 21910,Country of Origin: CHINA,195457219102,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21910.jpg,$2.92,$70.08,https://www.jcsalesweb.com/Catalog/Product/3000/0/445503-KINGMAN-BICYCLE-LOCK-U-SHAPE-3X6
KINGMAN HAMMER 8 OZ W/FIBER HANDLE,Item No.: 21368,Country of Origin: CHINA,195457213681,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21368.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/445660-KINGMAN-HAMMER-8-OZ-WFIBER-HANDLE
KINGMAN BUNGEE CORD W/HIKING HOOKS 9MM*180CM,Item No.: 83050,Country of Origin: CHINA,195457830505,"CS/PK Size: 96/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/83050.jpg,$1.28,$30.72,https://www.jcsalesweb.com/Catalog/Product/3000/0/446133-KINGMAN-BUNGEE-CORD-WHIKING-HOOKS-9MM180CM
"KINGMAN PAINT ROLLER COVER 9"" 3PCS",Item No.: 21926,Country of Origin: CHINA,195457219263,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21926.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/445493-KINGMAN-PAINT-ROLLER-COVER-9-3PCS
KINGMAN SCREWDRIVER 4PC W/D. BLISTER PACK,Item No.: 21935,Country of Origin: CHINA,195457219355,"CS/PK Size: 96/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21935.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/446239-KINGMAN-SCREWDRIVER-4PC-WD_-BLISTER-PACK
SPRAY PAINT 7 OZ BLUE,Item No.: 75419,Country of Origin: USA,030036000576,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/75419.jpg,$1.75,$21.00,https://www.jcsalesweb.com/Catalog/Product/3000/0/446575-SPRAY-PAINT-7-OZ-BLUE
SPRAY PAINT 7 OZ FLAT BLACK,Item No.: 75411,Country of Origin: ARGENTINA,030036000491,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/75411.jpg,$1.75,$21.00,https://www.jcsalesweb.com/Catalog/Product/3000/0/446585-SPRAY-PAINT-7-OZ-FLAT-BLACK
SPRAY PAINT 7 OZ GLOSS WHITE,Item No.: 75412,Country of Origin: ARGENTINA,030036000507,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/75412.jpg,$1.75,$21.00,https://www.jcsalesweb.com/Catalog/Product/3000/0/446586-SPRAY-PAINT-7-OZ-GLOSS-WHITE
SPRAY PAINT 7 OZ FLAT WHITE,Item No.: 75413,Country of Origin: ARGENTINA,030036000514,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/75413.jpg,$1.75,$21.00,https://www.jcsalesweb.com/Catalog/Product/3000/0/446587-SPRAY-PAINT-7-OZ-FLAT-WHITE
SPRAY PAINT 7 OZ GLOSS BLACK,Item No.: 75410,Country of Origin: USA,030036000484,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/75410.jpg,$1.75,$21.00,https://www.jcsalesweb.com/Catalog/Product/3000/0/446584-SPRAY-PAINT-7-OZ-GLOSS-BLACK
PLANTER ROUND PLASTIC W/TRAY,Item No.: 86516,Country of Origin: CHINA,195457865163,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/86516.jpg,$3.39,$40.68,https://www.jcsalesweb.com/Catalog/Product/3000/0/447720-PLANTER-ROUND-PLASTIC-WTRAY
KINGMAN PAINT EQUIPMENT SET,Item No.: 21599,Country of Origin: CHINA,195457215999,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21599.jpg,$3.85,$46.20,https://www.jcsalesweb.com/Catalog/Product/3000/0/448005-KINGMAN-PAINT-EQUIPMENT-SET
"NUVALU PLANTER ROUND 19.5""  PLASTIC W/TRAY",Item No.: 86522,Country of Origin: CHINA,195457865224,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/86522.jpg,$8.18,$98.16,https://www.jcsalesweb.com/Catalog/Product/3000/0/448345-NUVALU-PLANTER-ROUND-19_5-PLASTIC-WTRAY
LOCK ENTRY KNOB #33382,Item No.: 52292,Country of Origin: CHINA,24691374333827,"CS/PK Size: 24/6, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/52292.jpg,$4.32,$25.92,https://www.jcsalesweb.com/Catalog/Product/3000/0/451817-LOCK-ENTRY-KNOB-33382
"GARDEN SHEAR 7""",Item No.: 21602,Country of Origin: CHINA,195457216026,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21602.jpg,$1.28,$15.36,https://www.jcsalesweb.com/Catalog/Product/3000/0/448007-GARDEN-SHEAR-7
"PLANTER ROUND PLASTIC 14.75"" W/TRAY",Item No.: 86517,Country of Origin: CHINA,195457865170,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/86517.jpg,$4.32,$51.84,https://www.jcsalesweb.com/Catalog/Product/3000/0/447721-PLANTER-ROUND-PLASTIC-14_75-WTRAY
NUVALU PLASTIC SCOURERS 9PC 6G/PC,Item No.: 86312,Country of Origin: CHINA,195457863121,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/86312.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3000/0/451908-NUVALU-PLASTIC-SCOURERS-9PC-6GPC
KINGMAN HAMMER 8 OZ W/WOODEN HANDLE,Item No.: 21096,Country of Origin: CHINA,195457210963,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21096.jpg,$1.16,$27.84,https://www.jcsalesweb.com/Catalog/Product/3000/0/451901-KINGMAN-HAMMER-8-OZ-WWOODEN-HANDLE
"KINGMAN HINGES 4"" 2PCS",Item No.: 23207,Country of Origin: CHINA,195457232071,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23207.jpg,$1.16,$27.84,https://www.jcsalesweb.com/Catalog/Product/3000/0/453302-KINGMAN-HINGES-4-2PCS
"KINGMAN BRASS HASP 2.5"" 2PCS",Item No.: 23206,Country of Origin: CHINA,195457232064,"CS/PK Size: 144/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23206.jpg,$0.70,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/453301-KINGMAN-BRASS-HASP-2_5-2PCS
"KINGMAN BICYCLE TIRE INNER TUBE 20"" D:41MM",Item No.: 23213,Country of Origin: CHINA,195457232132,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23213.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/453448-KINGMAN-BICYCLE-TIRE-INNER-TUBE-20-D41MM
"KINGMAN BICYCLE TIRE INNER TUBE 24"" D:41MM",Item No.: 23214,Country of Origin: CHINA,195457232149,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23214.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/453449-KINGMAN-BICYCLE-TIRE-INNER-TUBE-24-D41MM
"KINGMAN BICYCLE TIRE INNER TUBE 26"" D:41MM",Item No.: 23215,Country of Origin: CHINA,195457232156,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23215.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/453450-KINGMAN-BICYCLE-TIRE-INNER-TUBE-26-D41MM
"KINGMAN BRASS PADLOCK 25MM W/HASP 2.5""",Item No.: 23205,Country of Origin: CHINA,195457232057,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23205.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/453300-KINGMAN-BRASS-PADLOCK-25MM-WHASP-2_5
"KINGMAN PAINT ROLLER REFILL 9"" 6MM",Item No.: 20435,Country of Origin: CHINA,195457204351,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/20435.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3000/0/454113-KINGMAN-PAINT-ROLLER-REFILL-9-6MM
"KINGMAN BICYCLE TIRE 26""",Item No.: 20455,Country of Origin: CHINA,195457204559,"CS/PK Size: 12/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/20455.jpg,$4.21,$50.52,https://www.jcsalesweb.com/Catalog/Product/3000/0/457817-KINGMAN-BICYCLE-TIRE-26
KINGMAN HAMMER 16 OZ FIBER HANDLE,Item No.: 24083,Country of Origin: CHINA,195457240830,"CS/PK Size: 24/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24083.jpg,$3.50,$42.00,https://www.jcsalesweb.com/Catalog/Product/3000/0/458265-KINGMAN-HAMMER-16-OZ-FIBER-HANDLE
"KINGMAN PAINT ROLLER KIT 4"" W/2PCS ROLLER REFILL & TRAY",Item No.: 20429,Country of Origin: CHINA,195457204290,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/20429.jpg,$1.05,$12.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/453715-KINGMAN-PAINT-ROLLER-KIT-4-W2PCS-ROLLER-REFILL-TRAY
"KINGMAN ADJUSTABLE WRENCH 8""",Item No.: 24087,Country of Origin: CHINA,195457240878,"CS/PK Size: 36/18, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24087.jpg,$2.92,$52.56,https://www.jcsalesweb.com/Catalog/Product/3000/0/458269-KINGMAN-ADJUSTABLE-WRENCH-8
"KINGMAN LOCKING PLIER 8""",Item No.: 24086,Country of Origin: CHINA,195457240861,"CS/PK Size: 48/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24086.jpg,$2.80,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/458268-KINGMAN-LOCKING-PLIER-8
"WATER HOSE 25FT 5/8""",Item No.: 74046,Country of Origin: CHINA,08691374761011,"CS/PK Size: 8/8, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/74046.jpg,$6.19,$49.52,https://www.jcsalesweb.com/Catalog/Product/3000/0/460280-WATER-HOSE-25FT-58
"KINGMAN PUTTY KNIFE SET 2"" & 3"" 2PCS",Item No.: 24138,Country of Origin: CHINA,195457241387,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24138.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3000/0/461492-KINGMAN-PUTTY-KNIFE-SET-2-3-2PCS
"KINGMAN HACKSAW BLADES 12"" X 1/2"" 12 PC",Item No.: 20489,Country of Origin: CHINA,195457204894,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/20489.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/459851-KINGMAN-HACKSAW-BLADES-12-X-12-12-PC
"WATER HOSE 50FT 5/8""",Item No.: 74047,Country of Origin: CHINA,06691374761020,"CS/PK Size: 6/6, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/74047.jpg,$9.35,$56.10,https://www.jcsalesweb.com/Catalog/Product/3000/0/460281-WATER-HOSE-50FT-58
TARPAULIN 6 X 8' BLUE CLR #33464,Item No.: 20573,Country of Origin: CHINA,40691374334648,"CS/PK Size: 40/20, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/20573.jpg,$1.63,$32.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/465178-TARPAULIN-6-X-8-BLUE-CLR-33464
GLOVE BLACK DOTTED/STRETCHABLE,Item No.: 63858,Country of Origin: CHINA,603076638582,"CS/PK Size: 144/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/63858.jpg,$0.81,$9.72,https://www.jcsalesweb.com/Catalog/Product/3000/0/465329-GLOVE-BLACK-DOTTEDSTRETCHABLE
"KINGMAN BICYCLE TIRE  INNER TUBE 16"" D:41MM",Item No.: 23225,Country of Origin: CHINA,195457232255,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/23225.jpg,$1.51,$36.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/466372-KINGMAN-BICYCLE-TIRE-INNER-TUBE-16-D41MM
"KINGMAN BICYCLE PUMP 8.5""",Item No.: 26844,Country of Origin: CHINA,195457268445,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/26844.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3000/0/466975-KINGMAN-BICYCLE-PUMP-8_5
"PACKING TAPE CLEAR 1.88"" X 27.3YD W/DISPENSER #BAZIC",Item No.: 73803,Country of Origin: TAIWAN,764608009147,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/73803.jpg,$0.93,$33.48,https://www.jcsalesweb.com/Catalog/Product/3000/0/467689-PACKING-TAPE-CLEAR-1_88-X-27_3YD-WDISPENSER-BAZIC
"KINGMAN LONG NOSE PLIER 6"" HARDWARE",Item No.: 24194,Country of Origin: CHINA,195457241943,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24194.jpg,$1.40,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/469155-KINGMAN-LONG-NOSE-PLIER-6-HARDWARE
"KINGMAN LINESMAN PLIER 6"" HARDWARE",Item No.: 24196,Country of Origin: CHINA,195457241967,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24196.jpg,$1.51,$18.12,https://www.jcsalesweb.com/Catalog/Product/3000/0/469157-KINGMAN-LINESMAN-PLIER-6-HARDWARE
"KINGMAN TOOL PLIER LONG NOSE 8""",Item No.: 24199,Country of Origin: CHINA,1881484241993,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24199.jpg,$1.63,$19.56,https://www.jcsalesweb.com/Catalog/Product/3000/0/469159-KINGMAN-TOOL-PLIER-LONG-NOSE-8
DIESEL GLOVE LATEX W/CRINKLE MED 1PAIR,Item No.: 63578,Country of Origin: CHINA,41A820495005928,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/63578.jpg,$0.93,$11.16,https://www.jcsalesweb.com/Catalog/Product/3000/0/470197-DIESEL-GLOVE-LATEX-WCRINKLE-MED-1PAIR
DIESEL GLOVE LATEX W/CRINKLE LG 1PAIR,Item No.: 63579,Country of Origin: CHINA,63579,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/63579.jpg,$0.93,$11.16,https://www.jcsalesweb.com/Catalog/Product/3000/0/470198-DIESEL-GLOVE-LATEX-WCRINKLE-LG-1PAIR
"KINGMAN DIAGONAL CUTTER 6"" HARDWARE",Item No.: 24195,Country of Origin: CHINA,195457241950,"CS/PK Size: 72/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/24195.jpg,$1.40,$16.80,https://www.jcsalesweb.com/Catalog/Product/3000/0/469156-KINGMAN-DIAGONAL-CUTTER-6-HARDWARE
DIESEL GLOVE NITRILE LG 1PAIR,Item No.: 63744,Country of Origin: CHINA,820495001821,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/63744.jpg,$0.77,$9.24,https://www.jcsalesweb.com/Catalog/Product/3000/0/470200-DIESEL-GLOVE-NITRILE-LG-1PAIR
